part_name,category,part_number,manufacturer,description,price,quantity,min_stock,car_model,year,supplier,is_available
Timing Belt,Electrical,SP7698,Toyota,High-quality Timing Belt suitable for Toyota Highlander 2004.,684.02,67,5,Highlander,2004,FastTrack Motors,True
Strut Assembly,Brakes,SP3209,Hyundai,High-quality Strut Assembly suitable for Hyundai Tucson 2018.,605.85,1,1,Tucson,2018,Quality Auto,True
Mass Air Flow Sensor,Electrical,SP1203,Chevrolet,High-quality Mass Air Flow Sensor suitable for Chevrolet Silverado 2022.,857.42,68,2,Silverado,2022,Quality Auto,True
Ignition Coil,Brakes,SP4370,Mercedes,High-quality Ignition Coil suitable for Mercedes E-Class 2010.,625.48,88,2,E-Class,2010,Quality Auto,True
Alternator,Cooling,SP6857,Toyota,High-quality Alternator suitable for Toyota Tacoma 2012.,477.93,33,5,Tacoma,2012,Precision Auto,True
Drive Shaft,Body,SP2467,Toyota,High-quality Drive Shaft suitable for Toyota Camry 2007.,696.91,83,3,Camry,2007,FastTrack Motors,True
Spark Plug,Body,SP1365,Kia,High-quality Spark Plug suitable for Kia Sorento 2013.,911.72,57,5,Sorento,2013,FastTrack Motors,True
Wheel Hub Assembly,Transmission,SP7386,Ford,High-quality Wheel Hub Assembly suitable for Ford F-150 2008.,145.82,36,2,F-150,2008,Superior Parts Co.,True
Brake Rotor,Electrical,SP3886,Chevrolet,High-quality Brake Rotor suitable for Chevrolet Malibu 2020.,730.3,62,1,Malibu,2020,Quality Auto,True
Oil Filter,Body,SP8980,Volkswagen,High-quality Oil Filter suitable for Volkswagen Jetta 2008.,160.88,2,3,Jetta,2008,Elite Car Parts,True
Wheel Bearing,Electrical,SP5273,Chevrolet,High-quality Wheel Bearing suitable for Chevrolet Equinox 2019.,749.91,3,2,Equinox,2019,Elite Car Parts,True
Crankshaft Position Sensor,Engine,SP5011,Chevrolet,High-quality Crankshaft Position Sensor suitable for Chevrolet Equinox 2009.,424.11,94,4,Equinox,2009,FastTrack Motors,True
Air Filter,Exhaust,SP9219,Honda,High-quality Air Filter suitable for Honda Fit 2019.,500.79,41,5,Fit,2019,Precision Auto,True
Oxygen Sensor,Suspension,SP2368,Toyota,High-quality Oxygen Sensor suitable for Toyota Highlander 2020.,341.1,45,1,Highlander,2020,Superior Parts Co.,True
Wheel Bearing,Exhaust,SP9503,Hyundai,High-quality Wheel Bearing suitable for Hyundai Elantra 2011.,363.69,64,3,Elantra,2011,FastTrack Motors,True
Coolant Hose,Brakes,SP9798,Honda,High-quality Coolant Hose suitable for Honda CR-V 2002.,745.16,49,5,CR-V,2002,FastTrack Motors,True
Crankshaft Position Sensor,Electrical,SP4671,Hyundai,High-quality Crankshaft Position Sensor suitable for Hyundai Elantra 2005.,722.82,81,5,Elantra,2005,Elite Car Parts,True
Catalytic Converter,Cooling,SP8401,Hyundai,High-quality Catalytic Converter suitable for Hyundai Elantra 2016.,697.39,23,2,Elantra,2016,Elite Car Parts,True
Air Filter,Body,SP6565,Ford,High-quality Air Filter suitable for Ford Explorer 2006.,308.83,51,4,Explorer,2006,Elite Car Parts,True
Oxygen Sensor,Transmission,SP5758,Volkswagen,High-quality Oxygen Sensor suitable for Volkswagen Tiguan 2006.,873.18,71,2,Tiguan,2006,Superior Parts Co.,True
Ball Joint,Brakes,SP9787,Mercedes,High-quality Ball Joint suitable for Mercedes GLC 2017.,892.77,48,5,GLC,2017,Precision Auto,True
CV Axle,Exhaust,SP3181,BMW,High-quality CV Axle suitable for BMW X3 2010.,442.52,8,2,X3,2010,Precision Auto,True
Windshield Wiper Motor,Body,SP6598,Toyota,High-quality Windshield Wiper Motor suitable for Toyota Corolla 2009.,932.34,6,2,Corolla,2009,FastTrack Motors,True
Shock Absorbers,Transmission,SP6050,Ford,High-quality Shock Absorbers suitable for Ford Focus 2002.,192.78,53,5,Focus,2002,Elite Car Parts,True
Oxygen Sensor,Brakes,SP1475,Ford,High-quality Oxygen Sensor suitable for Ford Explorer 2002.,224.73,18,4,Explorer,2002,FastTrack Motors,True
Wheel Hub Assembly,Exhaust,SP7481,Volkswagen,High-quality Wheel Hub Assembly suitable for Volkswagen Passat 2016.,251.68,74,1,Passat,2016,Elite Car Parts,True
Air Filter,Electrical,SP4703,BMW,High-quality Air Filter suitable for BMW 5 Series 2008.,919.31,56,4,5 Series,2008,Quality Auto,True
Ignition Coil,Cooling,SP1837,Kia,High-quality Ignition Coil suitable for Kia Telluride 2021.,324.17,38,5,Telluride,2021,Quality Auto,True
Battery,Body,SP4034,Volkswagen,High-quality Battery suitable for Volkswagen Tiguan 2021.,90.83,80,1,Tiguan,2021,Precision Auto,True
Tie Rod End,Suspension,SP2923,Mercedes,High-quality Tie Rod End suitable for Mercedes E-Class 2007.,895.58,50,4,E-Class,2007,FastTrack Motors,True
Alternator,Exhaust,SP6272,BMW,High-quality Alternator suitable for BMW X5 2019.,693.22,54,3,X5,2019,Precision Auto,True
Radiator,Exhaust,SP2418,Mercedes,High-quality Radiator suitable for Mercedes C-Class 2014.,449.83,28,5,C-Class,2014,FastTrack Motors,True
Throttle Body,Body,SP8706,Hyundai,High-quality Throttle Body suitable for Hyundai Elantra 2018.,243.73,41,5,Elantra,2018,Quality Auto,True
Radiator,Engine,SP7350,BMW,High-quality Radiator suitable for BMW X5 2014.,912.96,73,2,X5,2014,Quality Auto,True
AC Compressor,Electrical,SP5333,Kia,High-quality AC Compressor suitable for Kia Forte 2013.,669.83,67,2,Forte,2013,Precision Auto,True
Timing Belt,Suspension,SP1045,Volkswagen,High-quality Timing Belt suitable for Volkswagen Atlas 2004.,543.32,85,2,Atlas,2004,Elite Car Parts,True
Fuel Pump,Transmission,SP1792,Kia,High-quality Fuel Pump suitable for Kia Optima 2016.,972.06,33,1,Optima,2016,FastTrack Motors,True
Transmission Mount,Brakes,SP5604,Nissan,High-quality Transmission Mount suitable for Nissan Sentra 2014.,922.21,65,2,Sentra,2014,Elite Car Parts,True
Exhaust Muffler,Body,SP5688,Mercedes,High-quality Exhaust Muffler suitable for Mercedes S-Class 2021.,288.15,40,1,S-Class,2021,Quality Auto,True
Starter Motor,Electrical,SP8841,Hyundai,High-quality Starter Motor suitable for Hyundai Sonata 2006.,751.06,16,2,Sonata,2006,Quality Auto,True
Serpentine Belt,Cooling,SP6360,Mercedes,High-quality Serpentine Belt suitable for Mercedes E-Class 2010.,614.17,19,5,E-Class,2010,FastTrack Motors,True
Wheel Hub Assembly,Electrical,SP9679,Kia,High-quality Wheel Hub Assembly suitable for Kia Sorento 2022.,296.95,2,5,Sorento,2022,Superior Parts Co.,True
Air Filter,Electrical,SP6674,Hyundai,High-quality Air Filter suitable for Hyundai Sonata 2016.,380.65,26,4,Sonata,2016,Quality Auto,True
Radiator,Transmission,SP1108,Honda,High-quality Radiator suitable for Honda Accord 2000.,80.04,92,5,Accord,2000,Elite Car Parts,True
Mass Air Flow Sensor,Engine,SP5829,BMW,High-quality Mass Air Flow Sensor suitable for BMW X5 2010.,667.5,83,4,X5,2010,Precision Auto,True
Oxygen Sensor,Body,SP8002,Ford,High-quality Oxygen Sensor suitable for Ford F-150 2018.,922.15,19,2,F-150,2018,Superior Parts Co.,True
Mass Air Flow Sensor,Suspension,SP1478,Honda,High-quality Mass Air Flow Sensor suitable for Honda CR-V 2005.,767.55,90,3,CR-V,2005,Precision Auto,True
Ignition Coil,Cooling,SP3599,Nissan,High-quality Ignition Coil suitable for Nissan Sentra 2008.,635.13,38,2,Sentra,2008,Superior Parts Co.,True
Spark Plug,Transmission,SP4179,Ford,High-quality Spark Plug suitable for Ford Explorer 2017.,841.7,55,4,Explorer,2017,Elite Car Parts,True
Thermostat,Electrical,SP6094,Nissan,High-quality Thermostat suitable for Nissan Sentra 2021.,904.28,100,1,Sentra,2021,FastTrack Motors,True
Air Filter,Engine,SP3469,Nissan,High-quality Air Filter suitable for Nissan Frontier 2009.,442.12,78,1,Frontier,2009,Elite Car Parts,True
Air Filter,Cooling,SP8159,Hyundai,High-quality Air Filter suitable for Hyundai Palisade 2023.,411.91,96,3,Palisade,2023,FastTrack Motors,True
Battery,Transmission,SP3041,Volkswagen,High-quality Battery suitable for Volkswagen Tiguan 2006.,514.1,77,1,Tiguan,2006,Superior Parts Co.,True
Mass Air Flow Sensor,Electrical,SP3760,Ford,High-quality Mass Air Flow Sensor suitable for Ford Mustang 2014.,631.93,53,4,Mustang,2014,Precision Auto,True
Timing Belt,Engine,SP1704,Kia,High-quality Timing Belt suitable for Kia Sorento 2002.,88.32,34,2,Sorento,2002,Elite Car Parts,True
Coolant Hose,Body,SP4060,Kia,High-quality Coolant Hose suitable for Kia Forte 2018.,396.15,37,3,Forte,2018,Superior Parts Co.,True
Exhaust Muffler,Brakes,SP6853,Kia,High-quality Exhaust Muffler suitable for Kia Forte 2006.,174.92,43,3,Forte,2006,FastTrack Motors,True
Windshield Wiper Motor,Suspension,SP4584,BMW,High-quality Windshield Wiper Motor suitable for BMW 5 Series 2017.,168.64,27,3,5 Series,2017,FastTrack Motors,True
Oil Filter,Exhaust,SP1322,Kia,High-quality Oil Filter suitable for Kia Sorento 2021.,778.77,73,5,Sorento,2021,Elite Car Parts,True
Headlight Bulb,Electrical,SP6108,Volkswagen,High-quality Headlight Bulb suitable for Volkswagen Golf 2015.,312.5,19,5,Golf,2015,FastTrack Motors,True
Windshield Wiper Motor,Cooling,SP3794,Kia,High-quality Windshield Wiper Motor suitable for Kia Sportage 2021.,262.29,55,4,Sportage,2021,Quality Auto,True
Drive Shaft,Electrical,SP9784,Volkswagen,High-quality Drive Shaft suitable for Volkswagen Tiguan 2016.,477.97,77,1,Tiguan,2016,Elite Car Parts,True
Windshield Wiper Motor,Transmission,SP1752,Toyota,High-quality Windshield Wiper Motor suitable for Toyota Corolla 2016.,702.85,1,4,Corolla,2016,Quality Auto,True
Throttle Body,Transmission,SP6547,Chevrolet,High-quality Throttle Body suitable for Chevrolet Silverado 2016.,337.4,32,3,Silverado,2016,Precision Auto,True
Oil Filter,Electrical,SP4182,Toyota,High-quality Oil Filter suitable for Toyota Camry 2017.,893.54,98,3,Camry,2017,FastTrack Motors,True
Headlight Bulb,Cooling,SP9982,Nissan,High-quality Headlight Bulb suitable for Nissan Frontier 2002.,922.64,93,4,Frontier,2002,Precision Auto,True
Clutch Kit,Suspension,SP4823,Toyota,High-quality Clutch Kit suitable for Toyota Corolla 2008.,386.19,28,1,Corolla,2008,Elite Car Parts,True
Control Arm,Cooling,SP3786,Hyundai,High-quality Control Arm suitable for Hyundai Elantra 2014.,854.12,2,1,Elantra,2014,Precision Auto,True
Alternator,Suspension,SP9267,Chevrolet,High-quality Alternator suitable for Chevrolet Silverado 2010.,872.21,51,5,Silverado,2010,Quality Auto,True
Timing Belt,Engine,SP8612,Chevrolet,High-quality Timing Belt suitable for Chevrolet Equinox 2006.,856.45,29,4,Equinox,2006,Elite Car Parts,True
Radiator,Brakes,SP7430,Chevrolet,High-quality Radiator suitable for Chevrolet Malibu 2012.,737.48,59,2,Malibu,2012,FastTrack Motors,True
Radiator,Body,SP8212,Volkswagen,High-quality Radiator suitable for Volkswagen Atlas 2008.,141.09,40,3,Atlas,2008,Precision Auto,True
Thermostat,Suspension,SP2285,Mercedes,High-quality Thermostat suitable for Mercedes C-Class 2014.,84.65,51,3,C-Class,2014,Superior Parts Co.,True
Drive Shaft,Body,SP9522,Chevrolet,High-quality Drive Shaft suitable for Chevrolet Traverse 2015.,280.29,63,3,Traverse,2015,Elite Car Parts,True
Coolant Hose,Engine,SP7577,Kia,High-quality Coolant Hose suitable for Kia Optima 2010.,921.26,72,1,Optima,2010,FastTrack Motors,True
Clutch Kit,Body,SP1890,Volkswagen,High-quality Clutch Kit suitable for Volkswagen Jetta 2000.,958.74,97,5,Jetta,2000,Superior Parts Co.,True
Oxygen Sensor,Transmission,SP2350,Hyundai,High-quality Oxygen Sensor suitable for Hyundai Santa Fe 2005.,821.17,36,5,Santa Fe,2005,Precision Auto,True
Drive Shaft,Body,SP8949,Mercedes,High-quality Drive Shaft suitable for Mercedes E-Class 2022.,281.18,58,1,E-Class,2022,Precision Auto,True
Exhaust Muffler,Body,SP6868,Chevrolet,High-quality Exhaust Muffler suitable for Chevrolet Silverado 2010.,841.61,97,5,Silverado,2010,Superior Parts Co.,True
Power Steering Pump,Suspension,SP9623,Toyota,High-quality Power Steering Pump suitable for Toyota Highlander 2009.,45.67,92,5,Highlander,2009,Quality Auto,True
Mass Air Flow Sensor,Electrical,SP6734,Ford,High-quality Mass Air Flow Sensor suitable for Ford F-150 2015.,448.7,96,3,F-150,2015,FastTrack Motors,True
CV Axle,Suspension,SP1299,Toyota,High-quality CV Axle suitable for Toyota Camry 2005.,51.05,7,5,Camry,2005,Quality Auto,True
Power Steering Pump,Transmission,SP8545,Honda,High-quality Power Steering Pump suitable for Honda Fit 2013.,544.46,19,5,Fit,2013,Quality Auto,True
Fuel Pump,Suspension,SP6257,Nissan,High-quality Fuel Pump suitable for Nissan Altima 2023.,241.15,88,5,Altima,2023,FastTrack Motors,True
EGR Valve,Cooling,SP5560,BMW,High-quality EGR Valve suitable for BMW 3 Series 2015.,228.52,22,4,3 Series,2015,Precision Auto,True
CV Axle,Body,SP8301,Chevrolet,High-quality CV Axle suitable for Chevrolet Camaro 2001.,919.97,47,1,Camaro,2001,FastTrack Motors,True
Oil Filter,Brakes,SP8489,Toyota,High-quality Oil Filter suitable for Toyota Corolla 2007.,847.55,44,3,Corolla,2007,Superior Parts Co.,True
Fuel Pump,Cooling,SP1416,Toyota,High-quality Fuel Pump suitable for Toyota RAV4 2022.,323.72,85,4,RAV4,2022,Precision Auto,True
Power Steering Pump,Cooling,SP1267,Toyota,High-quality Power Steering Pump suitable for Toyota RAV4 2004.,155.43,8,5,RAV4,2004,Quality Auto,True
Catalytic Converter,Engine,SP2205,Mercedes,High-quality Catalytic Converter suitable for Mercedes GLC 2020.,965.9,54,2,GLC,2020,Precision Auto,True
Exhaust Muffler,Engine,SP7345,Honda,High-quality Exhaust Muffler suitable for Honda CR-V 2012.,254.12,99,2,CR-V,2012,Precision Auto,True
Oil Filter,Brakes,SP2053,Toyota,High-quality Oil Filter suitable for Toyota Highlander 2018.,367.74,34,1,Highlander,2018,Precision Auto,True
Spark Plug,Cooling,SP3078,Kia,High-quality Spark Plug suitable for Kia Sorento 2023.,868.54,33,3,Sorento,2023,Elite Car Parts,True
CV Axle,Brakes,SP7122,Hyundai,High-quality CV Axle suitable for Hyundai Sonata 2007.,193.47,96,4,Sonata,2007,Precision Auto,True
Drive Shaft,Electrical,SP2878,Kia,High-quality Drive Shaft suitable for Kia Forte 2000.,703.33,80,3,Forte,2000,Superior Parts Co.,True
Oxygen Sensor,Transmission,SP3970,Mercedes,High-quality Oxygen Sensor suitable for Mercedes E-Class 2015.,902.27,6,2,E-Class,2015,Quality Auto,True
Heater Core,Suspension,SP7370,Mercedes,High-quality Heater Core suitable for Mercedes GLE 2002.,656.74,25,3,GLE,2002,Superior Parts Co.,True
Windshield Wiper Motor,Electrical,SP9911,Toyota,High-quality Windshield Wiper Motor suitable for Toyota Highlander 2010.,704.51,95,2,Highlander,2010,Elite Car Parts,True
AC Compressor,Cooling,SP7484,Volkswagen,High-quality AC Compressor suitable for Volkswagen Golf 2004.,268.93,48,5,Golf,2004,Elite Car Parts,True
Brake Pads,Cooling,SP7979,Chevrolet,High-quality Brake Pads suitable for Chevrolet Traverse 2014.,129.49,57,4,Traverse,2014,FastTrack Motors,True
Wheel Bearing,Brakes,SP1626,Toyota,High-quality Wheel Bearing suitable for Toyota Camry 2008.,256.88,90,4,Camry,2008,Quality Auto,True
Headlight Bulb,Cooling,SP9355,Hyundai,High-quality Headlight Bulb suitable for Hyundai Santa Fe 2016.,300.4,9,4,Santa Fe,2016,Superior Parts Co.,True
Fuel Injector,Cooling,SP1240,Mercedes,High-quality Fuel Injector suitable for Mercedes E-Class 2006.,59.5,99,2,E-Class,2006,Elite Car Parts,True
Fuel Pump,Body,SP9088,Honda,High-quality Fuel Pump suitable for Honda Civic 2002.,706.91,98,2,Civic,2002,Elite Car Parts,True
Strut Assembly,Body,SP6913,Nissan,High-quality Strut Assembly suitable for Nissan Altima 2012.,728.85,38,1,Altima,2012,FastTrack Motors,True
Throttle Body,Exhaust,SP8514,BMW,High-quality Throttle Body suitable for BMW 3 Series 2015.,182.41,87,2,3 Series,2015,Precision Auto,True
Fuel Pump,Body,SP6078,Toyota,High-quality Fuel Pump suitable for Toyota RAV4 2017.,297.7,78,5,RAV4,2017,Quality Auto,True
Starter Motor,Electrical,SP3435,Nissan,High-quality Starter Motor suitable for Nissan Frontier 2001.,342.07,33,4,Frontier,2001,Quality Auto,True
Brake Rotor,Engine,SP7296,Chevrolet,High-quality Brake Rotor suitable for Chevrolet Equinox 2011.,736.22,80,2,Equinox,2011,Quality Auto,True
Ball Joint,Cooling,SP1273,Ford,High-quality Ball Joint suitable for Ford Focus 2014.,487.62,20,3,Focus,2014,FastTrack Motors,True
Spark Plug,Suspension,SP2088,Toyota,High-quality Spark Plug suitable for Toyota Highlander 2005.,319.93,93,5,Highlander,2005,Elite Car Parts,True
Brake Rotor,Body,SP5090,Ford,High-quality Brake Rotor suitable for Ford Escape 2003.,863.02,63,1,Escape,2003,Elite Car Parts,True
Starter Motor,Electrical,SP5010,BMW,High-quality Starter Motor suitable for BMW X3 2001.,676.71,96,1,X3,2001,Quality Auto,True
Shock Absorbers,Electrical,SP8685,Volkswagen,High-quality Shock Absorbers suitable for Volkswagen Jetta 2005.,347.44,14,5,Jetta,2005,FastTrack Motors,True
Throttle Body,Brakes,SP9133,Hyundai,High-quality Throttle Body suitable for Hyundai Elantra 2003.,149.7,10,5,Elantra,2003,Precision Auto,True
Spark Plug,Engine,SP8046,Kia,High-quality Spark Plug suitable for Kia Sorento 2009.,369.07,39,2,Sorento,2009,Precision Auto,True
Crankshaft Position Sensor,Body,SP7099,BMW,High-quality Crankshaft Position Sensor suitable for BMW 3 Series 2018.,205.47,20,5,3 Series,2018,Quality Auto,True
Drive Shaft,Electrical,SP4020,BMW,High-quality Drive Shaft suitable for BMW 7 Series 2002.,725.11,71,5,7 Series,2002,Quality Auto,True
Radiator,Body,SP6071,Toyota,High-quality Radiator suitable for Toyota Tacoma 2023.,736.05,52,4,Tacoma,2023,Precision Auto,True
Control Arm,Brakes,SP5131,Ford,High-quality Control Arm suitable for Ford Focus 2016.,818.08,21,2,Focus,2016,Precision Auto,True
Ball Joint,Brakes,SP3210,Honda,High-quality Ball Joint suitable for Honda Fit 2020.,401.76,88,4,Fit,2020,Elite Car Parts,True
Drive Shaft,Body,SP5936,Toyota,High-quality Drive Shaft suitable for Toyota Corolla 2013.,797.39,92,3,Corolla,2013,FastTrack Motors,True
Brake Pads,Body,SP3869,Kia,High-quality Brake Pads suitable for Kia Forte 2011.,585.36,51,5,Forte,2011,Precision Auto,True
Timing Belt,Body,SP8614,Kia,High-quality Timing Belt suitable for Kia Telluride 2015.,652.36,9,3,Telluride,2015,Quality Auto,True
CV Axle,Electrical,SP2310,Volkswagen,High-quality CV Axle suitable for Volkswagen Jetta 2013.,295.28,14,2,Jetta,2013,Superior Parts Co.,True
Fuel Pump,Cooling,SP5131,Volkswagen,High-quality Fuel Pump suitable for Volkswagen Jetta 2017.,462.77,53,1,Jetta,2017,Precision Auto,True
Strut Assembly,Electrical,SP1683,BMW,High-quality Strut Assembly suitable for BMW X3 2006.,381.88,27,1,X3,2006,FastTrack Motors,True
Strut Assembly,Engine,SP2075,Kia,High-quality Strut Assembly suitable for Kia Sorento 2002.,898.57,23,2,Sorento,2002,Elite Car Parts,True
Alternator,Body,SP5473,Nissan,High-quality Alternator suitable for Nissan Rogue 2022.,368.57,84,4,Rogue,2022,Superior Parts Co.,True
EGR Valve,Body,SP2699,Ford,High-quality EGR Valve suitable for Ford Explorer 2023.,147.62,19,1,Explorer,2023,Elite Car Parts,True
Drive Shaft,Engine,SP8702,Honda,High-quality Drive Shaft suitable for Honda Civic 2008.,30.4,35,1,Civic,2008,Elite Car Parts,True
Windshield Wiper Motor,Electrical,SP6786,BMW,High-quality Windshield Wiper Motor suitable for BMW 5 Series 2016.,437.51,20,5,5 Series,2016,Elite Car Parts,True
Radiator,Engine,SP7049,Chevrolet,High-quality Radiator suitable for Chevrolet Equinox 2003.,279.56,18,2,Equinox,2003,Elite Car Parts,True
Thermostat,Suspension,SP5428,Ford,High-quality Thermostat suitable for Ford Explorer 2013.,344.14,72,3,Explorer,2013,FastTrack Motors,True
Brake Pads,Electrical,SP6029,Kia,High-quality Brake Pads suitable for Kia Optima 2000.,794.89,100,2,Optima,2000,FastTrack Motors,True
Radiator,Electrical,SP4561,Mercedes,High-quality Radiator suitable for Mercedes E-Class 2002.,364.33,84,2,E-Class,2002,Elite Car Parts,True
Brake Rotor,Engine,SP1390,Ford,High-quality Brake Rotor suitable for Ford Focus 2009.,211.98,17,5,Focus,2009,FastTrack Motors,True
Timing Belt,Exhaust,SP4762,Nissan,High-quality Timing Belt suitable for Nissan Sentra 2007.,598.18,68,4,Sentra,2007,Elite Car Parts,True
Brake Pads,Body,SP4745,BMW,High-quality Brake Pads suitable for BMW X5 2018.,747.88,59,3,X5,2018,Precision Auto,True
